"District","Year","Grade","grade","DisCode","Subject","ME_n","ME_per","E_n","E_per","M_n","M_per","PM_n","PM_per","NM_n","NM_per","n_included","mean_SS","SGP","n_included_SGP"
"Agawam",2019,5,"Grade 5","00050000","SCI",159,50,25,8,134,42,132,42,25,8,316,500.5,NA,NA
"Alma del Mar Charter School (District)",2019,5,"Grade 5","04090000","ELA",20,40,1,2,19,38,25,50,5,10,50,494,46.5,48
"Alma del Mar Charter School (District)",2019,5,"Grade 5","04090000","MATH",18,36,0,0,18,36,26,52,6,12,50,492.4,35,48
"Alma del Mar Charter School (District)",2019,5,"Grade 5","04090000","SCI",14,28,1,2,13,26,30,60,6,12,50,488.1,NA,NA
"Amesbury",2019,5,"Grade 5","00070000","ELA",89,55,11,7,78,48,66,41,7,4,162,501.4,40.2,155
"Amesbury",2019,5,"Grade 5","00070000","MATH",70,44,5,3,65,41,77,49,11,7,158,498.3,51.7,151
"Amesbury",2019,5,"Grade 5","00070000","SCI",93,58,13,8,80,50,54,34,13,8,160,503,NA,NA
"Amherst",2019,5,"Grade 5","00080000","ELA",79,48,10,6,69,42,69,42,15,9,163,499.1,47.6,144
"Amherst",2019,5,"Grade 5","00080000","MATH",77,47,7,4,70,43,64,39,23,14,164,496.4,50,145
"Amherst",2019,5,"Grade 5","00080000","SCI",69,43,12,7,57,35,68,42,25,15,162,496.2,NA,NA
"Andover",2019,5,"Grade 5","00090000","ELA",335,73,77,17,258,57,112,25,9,2,456,513,58.9,425
"Andover",2019,5,"Grade 5","00090000","MATH",327,72,73,16,254,56,115,25,13,3,455,511.8,70,425
"Andover",2019,5,"Grade 5","00090000","SCI",372,78,121,26,251,53,90,19,12,3,474,515.7,NA,NA
"Arlington",2019,5,"Grade 5","00100000","ELA",336,69,62,13,274,57,133,27,15,3,484,509.6,54.2,459
"Arlington",2019,5,"Grade 5","00100000","MATH",325,67,54,11,271,56,142,29,17,4,484,508.2,60.8,459
"Arlington",2019,5,"Grade 5","00100000","SCI",324,67,95,20,229,48,133,28,25,5,482,510.1,NA,NA
"Ashburnham-Westminster",2019,5,"Grade 5","06100000","ELA",95,48,3,2,92,47,92,47,9,5,196,499.7,46.6,189
"Ashburnham-Westminster",2019,5,"Grade 5","06100000","MATH",102,52,2,1,100,51,86,44,8,4,196,498.9,54.7,190
"Ashburnham-Westminster",2019,5,"Grade 5","06100000","SCI",83,42,10,5,73,37,103,53,10,5,196,498.5,NA,NA
"Ashland",2019,5,"Grade 5","00140000","ELA",113,52,8,4,105,49,92,43,11,5,216,501.4,50.9,202
"Ashland",2019,5,"Grade 5","00140000","MATH",119,55,23,11,96,44,87,40,10,5,216,503.8,71.5,203
"Ashland",2019,5,"Grade 5","00140000","SCI",116,54,16,7,100,46,80,37,20,9,216,501.7,NA,NA
"Athol-Royalston",2019,5,"Grade 5","06150000","ELA",41,34,3,2,38,31,61,50,20,16,122,491.1,56.2,108
"Athol-Royalston",2019,5,"Grade 5","06150000","MATH",36,30,1,1,35,29,56,46,30,25,122,485.6,48.4,110
"Athol-Royalston",2019,5,"Grade 5","06150000","SCI",54,45,3,2,51,42,54,45,13,11,121,495.8,NA,NA
"Atlantis Charter (District)",2019,5,"Grade 5","04910000","ELA",53,48,2,2,51,46,49,45,8,7,110,497.7,45.4,108
"Atlantis Charter (District)",2019,5,"Grade 5","04910000","MATH",41,37,1,1,40,36,66,60,3,3,110,493.3,40.3,108
"Atlantis Charter (District)",2019,5,"Grade 5","04910000","SCI",44,40,1,1,43,39,53,48,13,12,110,493,NA,NA
"Attleboro",2019,5,"Grade 5","00160000","ELA",234,52,21,5,213,47,193,43,26,6,453,500.4,40.2,428
"Attleboro",2019,5,"Grade 5","00160000","MATH",236,52,13,3,223,50,175,39,39,9,450,498.9,44.3,424
"Attleboro",2019,5,"Grade 5","00160000","SCI",249,55,32,7,217,48,161,36,40,9,450,500.9,NA,NA
"Auburn",2019,5,"Grade 5","00170000","ELA",142,68,22,11,120,58,60,29,6,3,208,508.2,49.8,200
"Auburn",2019,5,"Grade 5","00170000","MATH",124,60,12,6,112,54,78,38,6,3,208,503.8,54.4,200
"Auburn",2019,5,"Grade 5","00170000","SCI",126,61,29,14,97,47,72,35,10,5,208,506,NA,NA
"Avon",2019,5,"Grade 5","00180000","ELA",29,52,2,4,27,48,25,45,2,4,56,500.9,45.5,54
"Avon",2019,5,"Grade 5","00180000","MATH",25,45,1,2,24,44,28,51,2,4,55,498.8,60.2,53
"Avon",2019,5,"Grade 5","00180000","SCI",30,54,7,13,23,41,22,39,4,7,56,502.8,NA,NA
"Ayer Shirley School District",2019,5,"Grade 5","06160000","ELA",70,49,9,6,61,43,68,48,4,3,142,501.7,47,137
"Ayer Shirley School District",2019,5,"Grade 5","06160000","MATH",74,52,8,6,66,46,60,42,8,6,142,500.5,61.9,138
"Ayer Shirley School District",2019,5,"Grade 5","06160000","SCI",78,55,9,6,69,49,52,37,12,8,142,501.4,NA,NA
"Barnstable",2019,5,"Grade 5","00200000","ELA",162,42,14,4,148,38,201,52,26,7,389,497.1,46,364
"Barnstable",2019,5,"Grade 5","00200000","MATH",144,37,9,2,135,34,195,50,53,14,392,492.7,35.3,365
"Barnstable",2019,5,"Grade 5","00200000","SCI",150,38,20,5,130,33,187,48,55,14,392,494.5,NA,NA
"Bedford",2019,5,"Grade 5","00230000","ELA",157,79,39,20,118,59,42,21,0,0,199,514.8,60,193
"Bedford",2019,5,"Grade 5","00230000","MATH",138,69,31,16,107,54,58,29,3,2,199,510.7,53,193
"Bedford",2019,5,"Grade 5","00230000","SCI",134,67,31,16,103,52,62,31,4,2,200,509.1,NA,NA
"Belchertown",2019,5,"Grade 5","00240000","ELA",59,34,1,1,58,33,104,59,12,7,175,494.5,36.4,167
"Belchertown",2019,5,"Grade 5","00240000","MATH",56,32,2,1,54,31,100,58,17,10,173,492.9,49.6,165
"Belchertown",2019,5,"Grade 5","00240000","SCI",67,39,8,5,59,34,97,56,9,5,173,497.7,NA,NA
"Bellingham",2019,5,"Grade 5","00250000","ELA",78,42,6,3,72,39,96,51,13,7,187,496.8,39.9,178
"Bellingham",2019,5,"Grade 5","00250000","MATH",72,38,5,3,67,35,84,44,33,17,189,492.3,38.5,178
"Bellingham",2019,5,"Grade 5","00250000","SCI",79,42,6,3,73,39,89,47,21,11,189,495.9,NA,NA
"Belmont",2019,5,"Grade 5","00260000","ELA",309,84,100,27,209,57,51,14,8,2,368,519.5,63.9,345
"Belmont",2019,5,"Grade 5","00260000","MATH",291,80,100,27,191,52,65,18,10,3,366,517.8,61.8,343
"Belmont",2019,5,"Grade 5","00260000","SCI",309,85,142,39,167,46,44,12,10,3,363,522.8,NA,NA
"Benjamin Banneker Charter Public (District)",2019,5,"Grade 5","04200000","ELA",30,75,12,30,18,45,10,25,0,0,40,518,68.3,38
"Benjamin Banneker Charter Public (District)",2019,5,"Grade 5","04200000","MATH",28,70,5,13,23,58,12,30,0,0,40,508.1,49.1,38
"Benjamin Banneker Charter Public (District)",2019,5,"Grade 5","04200000","SCI",27,68,7,18,20,50,13,33,0,0,40,509.6,NA,NA
"Benjamin Franklin Classical Charter Public (District)",2019,5,"Grade 5","04470000","ELA",39,75,6,12,33,63,13,25,0,0,52,513.1,48.9,52
"Benjamin Franklin Classical Charter Public (District)",2019,5,"Grade 5","04470000","MATH",41,79,6,12,35,67,11,21,0,0,52,509.6,33.9,52
"Benjamin Franklin Classical Charter Public (District)",2019,5,"Grade 5","04470000","SCI",37,71,7,13,30,58,13,25,2,4,52,509.6,NA,NA
"Bentley Academy Charter School (District)",2019,5,"Grade 5","35110000","ELA",11,31,0,0,11,31,22,61,3,8,36,492.4,45.7,36
"Bentley Academy Charter School (District)",2019,5,"Grade 5","35110000","MATH",12,33,0,0,12,33,21,58,3,8,36,490.9,51.7,36
"Bentley Academy Charter School (District)",2019,5,"Grade 5","35110000","SCI",16,44,3,8,13,36,19,53,1,3,36,499.4,NA,NA
"Berkley",2019,5,"Grade 5","00270000","ELA",53,47,5,4,48,43,55,49,4,4,112,500.6,37,112
"Berkley",2019,5,"Grade 5","00270000","MATH",59,53,1,1,58,52,50,45,3,3,112,500.2,42.4,112
"Berkley",2019,5,"Grade 5","00270000","SCI",60,54,8,7,52,46,44,39,8,7,112,500.1,NA,NA
"Berkshire Hills",2019,5,"Grade 5","06180000","ELA",37,51,7,10,30,42,31,43,4,6,72,502.8,52.6,68
"Berkshire Hills",2019,5,"Grade 5","06180000","MATH",37,51,2,3,35,48,32,44,4,5,73,499.3,67.4,68
"Berkshire Hills",2019,5,"Grade 5","06180000","SCI",34,47,5,7,29,40,33,45,6,8,73,498.2,NA,NA
"Berlin (non-op)",2019,5,"Grade 5","00280000","ELA",15,48,0,0,15,48,14,45,2,6,31,502.1,42.8,28
"Berlin (non-op)",2019,5,"Grade 5","00280000","MATH",20,65,0,0,20,65,10,32,1,3,31,500.9,58.5,28
"Berlin (non-op)",2019,5,"Grade 5","00280000","SCI",21,68,3,10,18,58,8,26,2,6,31,505.2,NA,NA
"Beverly",2019,5,"Grade 5","00300000","ELA",213,54,26,7,187,48,152,39,27,7,392,501.9,41.6,369
"Beverly",2019,5,"Grade 5","00300000","MATH",189,48,11,3,178,45,166,42,39,10,394,497.4,39.5,368
"Beverly",2019,5,"Grade 5","00300000","SCI",198,50,32,8,166,42,149,38,47,12,394,498.8,NA,NA
"Billerica",2019,5,"Grade 5","00310000","ELA",231,60,28,7,203,52,137,35,19,5,387,504.6,54.1,371
"Billerica",2019,5,"Grade 5","00310000","MATH",179,46,24,6,155,40,185,48,24,6,388,498.7,43.7,373
"Billerica",2019,5,"Grade 5","00310000","SCI",182,47,17,4,165,43,177,46,29,7,388,498.5,NA,NA
"Blackstone-Millville",2019,5,"Grade 5","06220000","ELA",69,50,7,5,62,45,60,43,9,7,138,500,52.2,124
"Blackstone-Millville",2019,5,"Grade 5","06220000","MATH",69,50,8,6,61,44,56,41,13,9,138,499.9,66.2,124
"Blackstone-Millville",2019,5,"Grade 5","06220000","SCI",77,56,12,9,65,47,51,37,10,7,138,503.1,NA,NA
"Boston",2019,5,"Grade 5","00350000","ELA",NA,37,201,6,NA,32,NA,44,649,18,NA,493.7,53.6,NA
"Boston",2019,5,"Grade 5","00350000","MATH",NA,34,124,3,NA,31,NA,47,696,19,NA,491.3,53.1,NA
"Boston",2019,5,"Grade 5","00350000","SCI",865,24,103,3,762,21,NA,45,NA,31,NA,483.7,NA,NA
"Boston Collegiate Charter (District)",2019,5,"Grade 5","04490000","ELA",59,60,7,7,52,53,35,36,4,4,98,505.6,60.9,75
"Boston Collegiate Charter (District)",2019,5,"Grade 5","04490000","MATH",55,56,4,4,51,52,43,44,0,0,98,502.4,63.6,75
"Boston Collegiate Charter (District)",2019,5,"Grade 5","04490000","SCI",54,55,9,9,45,46,38,39,6,6,98,501.3,NA,NA
"Boston Renaissance Charter Public (District)",2019,5,"Grade 5","04810000","ELA",25,26,0,0,25,26,60,61,13,13,98,487.5,33.8,96
"Boston Renaissance Charter Public (District)",2019,5,"Grade 5","04810000","MATH",24,24,3,3,21,21,67,68,7,7,98,492.1,43.2,96
"Boston Renaissance Charter Public (District)",2019,5,"Grade 5","04810000","SCI",23,24,2,2,21,22,50,52,24,25,97,484.6,NA,NA
"Bourne",2019,5,"Grade 5","00360000","ELA",97,57,11,6,86,50,67,39,7,4,171,502.6,56.8,156
"Bourne",2019,5,"Grade 5","00360000","MATH",68,40,5,3,63,37,86,50,17,10,171,494.1,48.9,155
"Bourne",2019,5,"Grade 5","00360000","SCI",75,44,9,5,66,39,86,50,10,6,171,497.2,NA,NA
"Boxford",2019,5,"Grade 5","00380000","ELA",68,65,4,4,64,61,36,34,1,1,105,505.1,45,102
"Boxford",2019,5,"Grade 5","00380000","MATH",67,64,6,6,61,58,37,35,1,1,105,507.3,53.5,102
"Boxford",2019,5,"Grade 5","00380000","SCI",76,72,10,10,66,63,27,26,2,2,105,511.5,NA,NA
"Boylston (non-op)",2019,5,"Grade 5","00390000","ELA",43,80,14,26,29,54,9,17,2,4,54,515.4,68.8,49
"Boylston (non-op)",2019,5,"Grade 5","00390000","MATH",34,63,1,2,33,61,19,35,1,2,54,504.3,52.1,50
"Boylston (non-op)",2019,5,"Grade 5","00390000","SCI",40,74,10,19,30,56,10,19,4,7,54,511.4,NA,NA
"Braintree",2019,5,"Grade 5","00400000","ELA",355,72,93,19,262,53,122,25,14,3,491,512.8,59.2,465
"Braintree",2019,5,"Grade 5","00400000","MATH",281,57,34,7,247,50,199,40,12,2,492,504.1,47.4,462
"Braintree",2019,5,"Grade 5","00400000","SCI",373,76,110,22,263,53,109,22,10,2,492,514.2,NA,NA
"Brewster",2019,5,"Grade 5","00410000","ELA",48,56,2,2,46,54,34,40,3,4,85,501.7,41.7,78
"Brewster",2019,5,"Grade 5","00410000","MATH",45,53,3,4,42,49,34,40,6,7,85,500.9,44.7,79
"Brewster",2019,5,"Grade 5","00410000","SCI",49,58,7,8,42,50,33,39,2,2,84,504,NA,NA
"Bridge Boston Charter School (District)",2019,5,"Grade 5","04170000","ELA",14,35,3,8,11,28,23,58,3,8,40,496.2,45.1,38
"Bridge Boston Charter School (District)",2019,5,"Grade 5","04170000","MATH",13,33,2,5,11,28,21,53,6,15,40,489.3,28.1,38
"Bridge Boston Charter School (District)",2019,5,"Grade 5","04170000","SCI",12,30,1,3,11,28,19,48,9,23,40,486.7,NA,NA
"Bridgewater-Raynham",2019,5,"Grade 5","06250000","ELA",230,55,9,2,221,53,170,41,18,4,418,502.2,44,399
"Bridgewater-Raynham",2019,5,"Grade 5","06250000","MATH",224,54,10,2,214,51,166,40,28,7,418,500.6,39.4,398
"Bridgewater-Raynham",2019,5,"Grade 5","06250000","SCI",237,57,31,7,206,49,155,37,25,6,417,502.7,NA,NA
"Brimfield",2019,5,"Grade 5","00430000","ELA",31,74,0,0,31,74,11,26,0,0,42,509.6,62.3,41
"Brimfield",2019,5,"Grade 5","00430000","MATH",36,86,4,10,32,76,5,12,1,2,42,510.3,73.6,41
"Brimfield",2019,5,"Grade 5","00430000","SCI",32,76,3,7,29,69,9,21,1,2,42,510.8,NA,NA
"Brockton",2019,5,"Grade 5","00440000","ELA",369,28,14,1,355,27,685,52,272,21,NA,488.1,46.7,NA
"Brockton",2019,5,"Grade 5","00440000","MATH",384,29,14,1,370,28,699,53,246,19,NA,488.6,52.7,NA
"Brockton",2019,5,"Grade 5","00440000","SCI",337,25,23,2,314,24,643,48,348,26,NA,485,NA,NA
"Brooke Charter School (District)",2019,5,"Grade 5","04280000","ELA",142,80,33,19,109,61,32,18,4,2,178,514.7,68.9,175
"Brooke Charter School (District)",2019,5,"Grade 5","04280000","MATH",126,70,25,14,101,56,48,27,5,3,179,509.7,54.5,176
"Brooke Charter School (District)",2019,5,"Grade 5","04280000","SCI",123,69,27,15,96,54,49,27,7,4,179,508.6,NA,NA
"Brookfield",2019,5,"Grade 5","00450000","ELA",18,50,0,0,18,50,14,39,4,11,36,496.5,36.2,34
"Brookfield",2019,5,"Grade 5","00450000","MATH",24,67,5,14,19,53,9,25,3,8,36,506.3,67.5,34
"Brookfield",2019,5,"Grade 5","00450000","SCI",19,53,6,17,13,36,14,39,3,8,36,507.1,NA,NA
"Brookline",2019,5,"Grade 5","00460000","ELA",402,71,87,15,315,56,141,25,20,4,563,511.4,56.6,508
"Brookline",2019,5,"Grade 5","00460000","MATH",402,71,103,18,299,53,125,22,36,6,563,511.9,65.2,505
"Brookline",2019,5,"Grade 5","00460000","SCI",369,66,94,17,275,49,160,29,32,6,561,508.2,NA,NA
"Burlington",2019,5,"Grade 5","00480000","ELA",162,65,9,4,153,61,81,33,6,2,249,504.4,51.2,230
"Burlington",2019,5,"Grade 5","00480000","MATH",163,65,14,6,149,60,79,32,8,3,250,505.8,62.7,232
"Burlington",2019,5,"Grade 5","00480000","SCI",143,57,16,6,127,51,97,39,10,4,250,502.5,NA,NA
"Cambridge",2019,5,"Grade 5","00490000","ELA",280,64,57,13,223,51,128,29,32,7,440,507.7,55.6,407
"Cambridge",2019,5,"Grade 5","00490000","MATH",227,51,35,8,192,43,176,40,42,9,445,500.1,48.6,411
"Cambridge",2019,5,"Grade 5","00490000","SCI",238,53,68,15,170,38,167,38,40,9,445,503.4,NA,NA
"Canton",2019,5,"Grade 5","00500000","ELA",186,64,23,8,163,56,93,32,11,4,290,505.9,46.6,279
"Canton",2019,5,"Grade 5","00500000","MATH",190,66,30,10,160,55,90,31,10,3,290,508.2,56.1,277
"Canton",2019,5,"Grade 5","00500000","SCI",171,59,25,9,146,50,105,36,14,5,290,505,NA,NA
"Carlisle",2019,5,"Grade 5","00510000","ELA",55,73,11,15,44,59,19,25,1,1,75,511.9,43.8,73
"Carlisle",2019,5,"Grade 5","00510000","MATH",60,80,11,15,49,65,14,19,1,1,75,514,56,73
"Carlisle",2019,5,"Grade 5","00510000","SCI",62,83,26,35,36,48,13,17,0,0,75,520,NA,NA
"Carver",2019,5,"Grade 5","00520000","ELA",51,43,1,1,50,42,65,55,3,3,119,498.3,45.1,114
"Carver",2019,5,"Grade 5","00520000","MATH",58,49,4,3,54,45,56,47,5,4,119,499.4,56.8,114
"Carver",2019,5,"Grade 5","00520000","SCI",57,48,6,5,51,43,57,48,5,4,119,499.9,NA,NA
"Central Berkshire",2019,5,"Grade 5","06350000","ELA",48,46,9,9,39,38,52,50,4,4,104,501.6,60,101
"Central Berkshire",2019,5,"Grade 5","06350000","MATH",48,47,2,2,46,45,50,49,5,5,103,497.2,54.2,101
"Central Berkshire",2019,5,"Grade 5","06350000","SCI",42,41,4,4,38,37,52,50,9,9,103,496.5,NA,NA
"Chelmsford",2019,5,"Grade 5","00560000","ELA",261,69,48,13,213,56,100,27,16,4,377,509.9,56.4,349
"Chelmsford",2019,5,"Grade 5","00560000","MATH",228,61,26,7,202,54,133,35,15,4,376,504.5,47.1,352
"Chelmsford",2019,5,"Grade 5","00560000","SCI",236,63,42,11,194,52,118,31,22,6,376,505.8,NA,NA
"Chelsea",2019,5,"Grade 5","00570000","ELA",172,34,32,6,140,28,223,45,106,21,501,491.4,47.1,462
"Chelsea",2019,5,"Grade 5","00570000","MATH",98,19,5,1,93,18,242,48,163,32,503,481.4,23.8,465
"Chelsea",2019,5,"Grade 5","00570000","SCI",115,23,8,2,107,21,248,49,140,28,503,483.8,NA,NA
"Chesterfield-Goshen",2019,5,"Grade 5","06320000","ELA",11,92,1,8,10,83,0,0,1,8,12,513.1,NA,12
"Chesterfield-Goshen",2019,5,"Grade 5","06320000","MATH",8,67,2,17,6,50,4,33,0,0,12,506,NA,12
"Chesterfield-Goshen",2019,5,"Grade 5","06320000","SCI",6,50,1,8,5,42,6,50,0,0,12,504.8,NA,NA
"Chicopee",2019,5,"Grade 5","00610000","ELA",254,42,14,2,240,40,294,49,57,9,605,497.3,47.3,542
"Chicopee",2019,5,"Grade 5","00610000","MATH",253,42,12,2,241,40,301,50,49,8,603,496.6,46.7,542
"Chicopee",2019,5,"Grade 5","00610000","SCI",276,46,27,4,249,41,255,42,73,12,604,498.2,NA,NA
"Clarksburg",2019,5,"Grade 5","00630000","ELA",11,37,1,3,10,33,19,63,0,0,30,495.5,40.8,29
"Clarksburg",2019,5,"Grade 5","00630000","MATH",5,17,0,0,5,17,20,67,5,17,30,485.8,39.5,29
"Clarksburg",2019,5,"Grade 5","00630000","SCI",13,43,1,3,12,40,15,50,2,7,30,495.9,NA,NA
"Clinton",2019,5,"Grade 5","00640000","ELA",51,30,0,0,51,30,108,64,11,6,170,491.9,38.9,166
"Clinton",2019,5,"Grade 5","00640000","MATH",57,34,1,1,56,33,87,51,26,15,170,488.6,55.9,166
"Clinton",2019,5,"Grade 5","00640000","SCI",59,35,6,4,53,31,85,50,25,15,169,491.9,NA,NA
"Codman Academy Charter Public (District)",2019,5,"Grade 5","04380000","ELA",2,11,0,0,2,11,16,84,1,5,19,486.5,NA,19
"Codman Academy Charter Public (District)",2019,5,"Grade 5","04380000","MATH",5,26,0,0,5,26,11,58,3,16,19,486.1,NA,19
"Codman Academy Charter Public (District)",2019,5,"Grade 5","04380000","SCI",2,11,0,0,2,11,10,53,7,37,19,476.8,NA,NA
"Cohasset",2019,5,"Grade 5","00650000","ELA",97,71,16,12,81,59,38,28,2,1,137,510.2,51.7,134
"Cohasset",2019,5,"Grade 5","00650000","MATH",76,56,2,1,74,54,54,40,6,4,136,499.7,42.3,133
"Cohasset",2019,5,"Grade 5","00650000","SCI",88,64,13,9,75,55,46,34,3,2,137,505.8,NA,NA
"Collegiate Charter School of Lowell (District)",2019,5,"Grade 5","35030000","ELA",66,59,7,6,59,53,43,38,3,3,112,504.4,65.7,106
"Collegiate Charter School of Lowell (District)",2019,5,"Grade 5","35030000","MATH",47,42,5,4,42,38,63,56,2,2,112,497.6,69.6,106
"Collegiate Charter School of Lowell (District)",2019,5,"Grade 5","35030000","SCI",51,46,9,8,42,38,56,50,5,4,112,500.9,NA,NA
"Community Day Charter Public School - Gateway (District)",2019,5,"Grade 5","04260000","ELA",26,72,8,22,18,50,10,28,0,0,36,514.2,63.7,36
"Community Day Charter Public School - Gateway (District)",2019,5,"Grade 5","04260000","MATH",27,75,4,11,23,64,9,25,0,0,36,511.2,55.9,36
"Community Day Charter Public School - Gateway (District)",2019,5,"Grade 5","04260000","SCI",22,61,1,3,21,58,12,33,2,6,36,503.8,NA,NA
"Community Day Charter Public School - Prospect (District)",2019,5,"Grade 5","04400000","ELA",34,74,6,13,28,61,9,20,3,7,46,507.7,57.5,46
"Community Day Charter Public School - Prospect (District)",2019,5,"Grade 5","04400000","MATH",31,67,1,2,30,65,15,33,0,0,46,506,47.1,46
"Community Day Charter Public School - Prospect (District)",2019,5,"Grade 5","04400000","SCI",22,48,2,4,20,43,17,37,7,15,46,496.4,NA,NA
"Community Day Charter Public School - R. Kingman Webster (District)",2019,5,"Grade 5","04310000","ELA",31,86,7,19,24,67,5,14,0,0,36,517,64.4,36
"Community Day Charter Public School - R. Kingman Webster (District)",2019,5,"Grade 5","04310000","MATH",28,78,5,14,23,64,8,22,0,0,36,512.3,52.4,36
"Community Day Charter Public School - R. Kingman Webster (District)",2019,5,"Grade 5","04310000","SCI",18,50,4,11,14,39,18,50,0,0,36,502.9,NA,NA
"Concord",2019,5,"Grade 5","00670000","ELA",194,81,47,20,147,61,39,16,7,3,240,515.1,52.5,221
"Concord",2019,5,"Grade 5","00670000","MATH",198,83,39,16,159,66,33,14,9,4,240,514.4,57.7,221
"Concord",2019,5,"Grade 5","00670000","SCI",166,69,45,19,121,50,63,26,11,5,240,510.9,NA,NA
"Conservatory Lab Charter (District)",2019,5,"Grade 5","04390000","ELA",9,22,1,2,8,20,22,54,10,24,41,484.8,42.1,38
"Conservatory Lab Charter (District)",2019,5,"Grade 5","04390000","MATH",11,27,2,5,9,22,21,51,9,22,41,487.3,49.1,38
"Conservatory Lab Charter (District)",2019,5,"Grade 5","04390000","SCI",6,15,0,0,6,15,17,41,18,44,41,474.5,NA,NA
"Conway",2019,5,"Grade 5","00680000","ELA",10,67,2,13,8,53,5,33,0,0,15,508.5,NA,15
"Conway",2019,5,"Grade 5","00680000","MATH",11,73,0,0,11,73,4,27,0,0,15,509.1,NA,15
"Conway",2019,5,"Grade 5","00680000","SCI",8,57,3,21,5,36,6,43,0,0,14,510.4,NA,NA
"Danvers",2019,5,"Grade 5","00710000","ELA",151,55,26,9,125,45,115,42,10,4,276,504.1,53,266
"Danvers",2019,5,"Grade 5","00710000","MATH",164,60,12,4,152,55,94,34,17,6,275,502.8,53.3,265
"Danvers",2019,5,"Grade 5","00710000","SCI",129,47,14,5,115,42,127,46,19,7,275,498.8,NA,NA
"Dartmouth",2019,5,"Grade 5","00720000","ELA",177,67,42,16,135,51,78,30,9,3,264,509.6,65.2,253
"Dartmouth",2019,5,"Grade 5","00720000","MATH",133,50,14,5,119,45,115,44,16,6,264,500.2,55.1,253
"Dartmouth",2019,5,"Grade 5","00720000","SCI",142,54,12,5,130,49,107,41,15,6,264,502.2,NA,NA
"Dedham",2019,5,"Grade 5","00730000","ELA",102,47,12,6,90,42,103,48,10,5,215,499.9,45.3,207
"Dedham",2019,5,"Grade 5","00730000","MATH",116,54,8,4,108,50,79,37,20,9,215,499.3,42.6,207
"Dedham",2019,5,"Grade 5","00730000","SCI",102,47,18,8,84,39,93,43,20,9,215,498.3,NA,NA
"Deerfield",2019,5,"Grade 5","00740000","ELA",40,68,5,8,35,59,16,27,3,5,59,508.3,54.6,57
"Deerfield",2019,5,"Grade 5","00740000","MATH",32,54,2,3,30,51,22,37,5,8,59,500.1,46.4,57
"Deerfield",2019,5,"Grade 5","00740000","SCI",44,75,5,8,39,66,12,20,3,5,59,507.9,NA,NA
"Dennis-Yarmouth",2019,5,"Grade 5","06450000","ELA",95,36,3,1,92,35,137,52,33,12,265,493.9,53.8,244
"Dennis-Yarmouth",2019,5,"Grade 5","06450000","MATH",82,31,3,1,79,30,138,52,44,17,264,490.8,48.7,245
"Dennis-Yarmouth",2019,5,"Grade 5","06450000","SCI",85,32,7,3,78,29,134,51,46,17,265,490.8,NA,NA
"Dighton-Rehoboth",2019,5,"Grade 5","06500000","ELA",111,46,6,2,105,44,124,51,6,2,241,499.7,41.4,235
"Dighton-Rehoboth",2019,5,"Grade 5","06500000","MATH",129,54,11,5,118,49,104,43,8,3,241,501.7,54.4,235
"Dighton-Rehoboth",2019,5,"Grade 5","06500000","SCI",127,53,18,7,109,45,103,43,11,5,241,502.5,NA,NA
"Douglas",2019,5,"Grade 5","00770000","ELA",51,63,2,2,49,60,25,31,5,6,81,505.3,44.3,76
"Douglas",2019,5,"Grade 5","00770000","MATH",39,48,2,2,37,46,35,43,7,9,81,498.7,37.7,76
"Douglas",2019,5,"Grade 5","00770000","SCI",48,59,7,9,41,51,26,32,7,9,81,502.7,NA,NA
"Dover",2019,5,"Grade 5","00780000","ELA",74,84,21,24,53,60,13,15,1,1,88,519.3,62.8,84
"Dover",2019,5,"Grade 5","00780000","MATH",75,85,15,17,60,68,12,14,1,1,88,517.3,57.4,84
"Dover",2019,5,"Grade 5","00780000","SCI",74,84,20,23,54,61,14,16,0,0,88,516.4,NA,NA
"Dracut",2019,5,"Grade 5","00790000","ELA",188,62,26,9,162,53,94,31,22,7,304,505.4,57.4,283
"Dracut",2019,5,"Grade 5","00790000","MATH",159,53,16,5,143,47,121,40,22,7,302,501.1,59.9,283
"Dracut",2019,5,"Grade 5","00790000","SCI",148,49,25,8,123,41,125,41,30,10,303,500.3,NA,NA
"Dudley Street Neighborhood Charter School (District)",2019,5,"Grade 5","04070000","ELA",8,30,0,0,8,30,10,37,9,33,27,484.2,43.2,27
"Dudley Street Neighborhood Charter School (District)",2019,5,"Grade 5","04070000","MATH",4,15,0,0,4,15,14,52,9,33,27,480.8,54.6,27
"Dudley Street Neighborhood Charter School (District)",2019,5,"Grade 5","04070000","SCI",3,11,0,0,3,11,12,44,12,44,27,472.5,NA,NA
"Dudley-Charlton Reg",2019,5,"Grade 5","06580000","ELA",171,54,7,2,164,52,128,40,18,6,317,501.1,43.6,305
"Dudley-Charlton Reg",2019,5,"Grade 5","06580000","MATH",148,47,4,1,144,46,144,46,23,7,315,498.1,42.3,305
"Dudley-Charlton Reg",2019,5,"Grade 5","06580000","SCI",187,59,22,7,165,52,111,35,18,6,316,503.1,NA,NA
"Duxbury",2019,5,"Grade 5","00820000","ELA",156,67,17,7,139,59,75,32,3,1,234,507.2,50.5,224
"Duxbury",2019,5,"Grade 5","00820000","MATH",167,71,30,13,137,58,64,27,4,2,235,510,54.1,223
"Duxbury",2019,5,"Grade 5","00820000","SCI",161,69,28,12,133,57,68,29,5,2,234,508.6,NA,NA
